Word,Length,SUBTLWF,Ortho_N,Phono_N,Concreteness_Rating,Age_Of_Acquisition,BG_Mean,Pron,NPhon,NSyll,NMorph,I_NMG_Mean_RT,I_NMG_Mean_Accuracy
absorb,6,1.98,0,0,3.11,8.83,"1,005.60","@b.z""Orb",6,2,2,640.72,0.926
absorbed,8,1.53,2,2,2.44,8.83,"1,481.57","@b.z""Orbd",7,2,3,661.16,1
absorbency,10,#,0,0,2.97,#,"1,252.89","@b.z""Orb.@n.si",10,4,3,769.083,0.96
absorbent,9,0.16,0,0,3.1,10.32,"1,590.00","@b.z""Orb.@nt",9,3,3,805.704,1
absorber,8,0.06,1,2,2.96,10.33,"1,721.14","@b.z""Orb.@`",7,3,3,675.56,0.926
absorbing,9,0.45,0,0,3.33,8.83,"2,057.25","@b.z""Orb.IN",8,3,3,644.519,1
absorbs,7,0.49,1,2,#,8.83,875.333,"@b.z""Orbz",7,2,3,671.038,0.929
absorption,10,0.35,0,0,3.22,10.94,"1,920.89","@b.z""Orp.Sn=",8,3,3,712.148,1
absorptions,11,0.02,0,0,#,10.94,"1,914.40","@b.z""Orp.Sn=z",9,3,4,791.625,0.96
absorptive,10,#,0,0,#,#,"1,438.67","@b.z""Orp.tIv",9,3,3,864.5,0.741
abstain,7,0.51,0,0,2.38,12.95,"2,414.33","@b.st""en",6,2,1,717.423,0.963
abstaining,10,0.16,0,0,#,12.95,"2,979.78","@b.st""en.IN",8,3,2,791.88,0.962
abstention,10,0.12,0,0,2.16,15.19,"3,101.67","@b.st""En.Sn=",8,3,2,942.133,0.556
abstinence,10,0.88,0,1,1.72,12.74,"2,843.11","""ab.st@.n@ns",9,3,2,742.96,0.962
abstinent,9,0.06,0,1,1.77,#,"3,197.00","""ab.st@.n@nt",9,3,2,867.261,0.92
abstract,8,2.18,0,0,1.45,11.47,"1,742.29","""ab.strakt",8,2,2,622.586,1
abstracted,10,0.06,0,1,1.48,#,"2,341.78","@b.str""akt.@d",10,3,3,679.071,0.966
abstractedness,14,#,0,0,1.59,#,"2,267.31","@b.str""akt.@d.n@s",13,4,4,933.522,0.885
abstracting,11,0.02,0,0,#,11.47,"2,778.70","@b.str""akt.IN",10,3,3,740.185,1
abstraction,11,0.29,0,1,1.57,13.65,"2,408.70","@b.str""ak.Sn=",9,3,3,686.464,1
abstractionism,14,#,0,0,1.75,#,"2,222.31","ab""strakS@%nIz@m",14,5,#,921.292,0.857
abstractionists,15,#,0,0,#,#,"2,352.50","@b.str""ak.Sn=.Ists",13,4,5,817.727,0.815
abstractions,12,0.1,0,0,#,13.65,"2,358.46","@b.str""ak.Sn=z",10,3,4,773.64,0.962
abstractive,11,#,0,0,1.6,#,"1,974.70","ab""straktIv",10,3,#,751.962,0.963
abstractly,10,0.04,0,0,1.36,#,"1,573.33","""ab.strakt.li",10,3,3,708.48,1
abstractors,11,#,0,0,#,#,"1,778.50","ab.str""akt.@`z",10,3,4,744.444,1
abstracts,9,0.14,0,0,#,11.47,"1,650.25","""ab.strakts",9,2,3,629.679,1
abstruse,8,0.06,0,0,#,14.6,"1,520.86","@b.str""us",7,2,1,979.867,0.75
absurd,6,9.71,0,0,1.64,10.5,814.4,"@b.s""3`d",5,2,1,613.808,0.963
absurdities,11,0.12,0,0,#,13.21,"1,864.50","@b.s""3`4.@.4iz",9,4,3,750,0.875
absurdity,9,0.63,0,0,1.25,13.21,"1,103.50","@b.s""3`4.@.4i",8,4,2,704.308,0.897
absurdly,8,0.29,0,0,1.55,#,846.857,"@b.s""3`d.li",7,3,2,695,1
abundance,9,0.88,0,1,2.21,10.45,"1,523.63","@.b""Vn.4@ns",8,3,2,629.821,1
abundant,8,0.57,0,1,2.83,12.84,"1,739.57","@.b""Vn.4@nt",8,3,2,618.926,0.964
abuse,5,10.25,2,2,2.71,8.61,"1,255.75","@.bj""uz",5,2,1,581.2,1
abused,6,4.53,2,2,#,8.61,"1,901.60","@.bj""uzd",6,2,2,631.96,1
abuses,6,0.49,1,1,#,8.61,"1,902.40","@.bj""uz.@z",7,3,2,561.2,1
abusive,7,1.63,0,0,2.55,9.58,"1,244.00","@.bj""us.Iv",7,3,2,664.037,1
abut,4,0.12,1,4,#,13.11,822,"@.b""Vt",4,2,1,729.421,0.679
abutment,8,0.12,0,0,#,15.33,"1,590.43","@.b""Vt.m@nt",8,3,2,892,0.524
abutments,9,0.02,0,0,#,15.33,"1,517.38","@.b""Vt.m@nts",9,3,3,821.917,0.522
abysmal,7,0.41,0,0,#,13.78,"1,097.00","@.b""Iz.ml=",6,3,2,756.5,0.923
abyss,5,1.76,0,3,3.07,11,720.75,"@.b""Is",4,2,1,653.036,1
acacia,6,0.16,1,0,#,14.25,"1,367.40","@.k""e.S@",5,3,1,834.25,0.333
academic,8,4.67,0,0,2.11,9.74,"1,656.29","%a.k@.d""E.mIk",8,4,2,725,1
academically,12,0.22,0,0,1.9,#,"1,783.82","%a.k@.d""E.mIk.li",10,5,3,743.893,1
academicianship,15,#,0,0,#,#,"1,567.57","@.k%a.4@.m""I.Sn=.S%Ip",12,6,4,"1,184.00",0.105
academics,9,0.69,1,0,#,9.74,"1,461.88","%a.k@.d""E.mIks",9,4,3,640.393,1
academies,9,0.14,1,0,#,9.05,"1,880.50","@.k""a.4@.miz",8,4,3,763.692,0.52
academy,7,12.41,0,1,4.29,9.05,"1,338.33","@.k""a.4@.mi",7,4,2,735.833,0.889
Acadia,6,0.06,1,0,#,#,"1,463.00","@.k""e.4i@",6,3,1,892.091,0.846
Acapulco,8,1.61,0,0,#,#,"1,160.71","%a.k@.p""Ul.ko",8,4,1,867.174,0.885
accede,6,0.14,0,1,#,14.31,"2,081.20","@k.s""id",5,2,2,779,0.462
acceded,7,0.02,0,1,#,#,"2,481.83","@k.s""i4.@d",7,3,3,830.9,0.8
accelerando,11,#,0,0,#,14.5,"2,357.50","ak.s%E.l@`.r""An.4o",11,5,1,"1,021.27",0.478
accelerate,10,1.27,0,0,3.48,10.74,"2,924.22","@k.s""E.l@`.ret",9,4,3,727.259,0.964
accelerated,11,0.96,0,0,3.18,10.11,"3,080.30","@k.s""E.l@`.r%e4.@d",11,5,4,720.778,0.964
accelerating,12,0.88,0,0,#,10.74,"3,410.36","@k.s""E.l@`.r%e4.IN",11,5,4,765.8,0.962
acceleration,12,0.86,0,0,2.97,9.84,"3,074.00","@k.s%E.l@`.r""e.Sn=",10,5,4,749.815,1
accelerations,13,#,0,0,#,#,"2,972.50","@k.s%E.l@`.r""e.Sn=z",11,5,5,859.625,0.923
accelerator,11,1.35,0,0,4.32,10.27,"2,604.30","@k.s""E.l@`.r%e4.@`",10,5,4,747.107,1
accelerators,12,0.08,0,0,#,10.27,"2,501.09","@k.s""E.l@`.r%e4.@`z",11,5,5,734.37,1
accelerometer,13,#,0,0,4.08,#,"2,637.00","@k.s%E.l@`.r""A.m@.4@`",12,6,3,823.6,0.357
accelerometers,14,#,0,0,#,#,"2,547.15","@k.s%E.l@`.r""A.m@.4@`z",13,6,4,976.875,0.533
accent,6,12.18,2,0,3.26,8.6,"2,030.80","""ak.sEnt",6,2,1,691.786,1
accented,8,0.02,1,1,#,8.6,"2,719.14","""ak.sEn4.@d",8,3,2,769.526,0.792
accenting,9,#,1,0,#,#,"3,218.13","""ak.sEn4.IN",8,3,2,746.579,0.792
accents,7,1.14,1,0,#,8.6,"1,860.00","""ak.sEnts",7,2,2,655.593,1
accentual,9,#,0,0,#,#,"1,799.25","ak.s""En.tSu@l",9,3,2,860.4,0.909
accentuate,10,0.35,0,0,2,13.24,"2,211.78","@k.s""En.tSu.et",9,4,2,901.52,0.926
accentuated,11,0.04,1,0,#,#,"2,439.10","@k.s""En.tSu.%e4.@d",11,5,3,947.48,0.926
accentuates,11,0.08,1,0,#,13.24,"2,439.50","@k.s""En.tSu.ets",10,4,3,839.375,0.923
accept,6,52.78,1,1,3.03,6.74,871.4,"@k.s""Ept",6,2,2,628.077,1
acceptable,10,5.27,0,0,1.93,9.84,"1,315.11","@k.s""Ept.@.bl=",9,4,3,732.143,1
acceptance,10,3.16,0,0,2.21,8.56,"1,416.33","@k.s""Ept.@ns",9,3,3,720.308,1
accepted,8,15.71,1,0,2.28,6.74,"1,891.00","@k.s""Ept.@d",8,3,3,630,1
accepting,9,4.04,1,1,#,6.74,"2,493.50","@k.s""Ept.IN",8,3,3,687.63,0.964
accepts,7,2.08,1,0,#,6.74,893.833,"@k.s""Epts",7,2,3,682.074,1
access,6,31.67,0,3,2.71,9.1,"1,876.00","""ak.sEs",5,2,2,627.536,1
accesses,8,0.04,0,3,#,9.1,"2,271.43","""ak.sEs.@z",7,3,3,839.095,0.84
accessible,10,1.1,0,0,1.8,9.94,"1,785.33","@k.s""Es.@.bl=",8,4,3,689.75,1
accessions,10,#,0,1,#,#,"2,227.56","@k.s""E.Sn=z",7,3,4,825.333,0.84
accessories,11,1.49,0,0,#,11.15,"2,153.20","@k.s""E.s@`.riz",9,4,3,771.148,1
accessors,9,#,1,1,#,#,"1,798.13","""ak.sEs.@`z",7,3,4,809.684,0.792
accessory,9,2.88,1,0,4.1,11.15,"1,693.75","@k.s""E.s@`.ri",8,4,2,796.185,1
accident,8,81.29,0,0,3.26,5.3,"1,850.71","""ak.s@.dn=t",7,3,2,610.481,1
accidental,10,3,1,1,2.17,6.75,"1,988.44","%ak.s@.d""En4.l=",9,4,3,645.269,1
accidentally,12,8.8,0,0,1.71,#,"1,914.27","%ak.s@.d""En4.l=.i",10,5,4,652.37,1
accidents,9,6.67,0,0,#,5.3,"1,745.13","""ak.s@.dn=ts",8,3,3,609.708,0.923
acclaim,7,0.43,0,1,2.04,12.11,"1,015.17","@.kl""em",5,2,1,702.889,1
acclaimed,9,0.39,0,1,#,#,"1,539.63","@.kl""emd",6,2,2,679.423,0.963
acclaims,8,0.04,0,1,#,12.11,898.286,"@.kl""emz",6,2,2,719.72,1
acclamation,11,0.02,0,0,2.23,14,"2,298.30","%a.kl@m.""e.Sn=",8,4,2,764.5,0.889
acclimate,9,0.16,0,0,1.79,14.24,"2,019.63","""a.kl@.met",7,3,2,900.045,0.88
acclimatized,12,0.04,0,0,#,#,"2,011.27","@.kl""aI.m@t.aIzd",10,4,4,823.667,0.316
accolade,8,0.02,0,0,2.46,12.43,"1,590.00","""a.k@.led",6,3,1,811.737,0.679
accolades,9,0.18,0,0,#,12.43,"1,952.38","""a.k@.ledz",7,3,2,819.5,0.957
accommodate,11,2.14,0,0,1.86,9.9,"1,636.90","@.k""A.m@.det",8,4,1,683.333,1
accommodated,12,0.1,1,0,#,9.9,"1,895.82","@.k""A.m@.d%e4.@d",10,5,2,729.885,0.963
accommodates,12,0.06,1,0,#,9.9,"1,896.18","@.k""A.m@.dets",9,4,2,773.444,1
accommodating,13,0.71,0,0,1.77,9.9,"2,297.08","@.k""A.m@.d%e4.IN",10,5,2,814.92,1
accommodation,13,0.94,0,0,2.96,9.58,"1,988.75","@.k%A.m@.d""e.Sn=",9,5,2,721.786,1
accommodations,14,1.67,0,0,#,9.58,"1,978.54","@.k%A.m@.d""e.Sn=z",10,5,3,687.654,1
accompanied,11,2.06,1,1,#,10.75,"1,809.30","@.k""Vm.p@.nid",9,4,4,748.75,0.96
accompanies,11,0.25,1,1,#,10.75,"1,809.70","@.k""Vm.p@.niz",9,4,4,738.52,0.926
accompaniment,13,0.29,0,0,2.26,11.18,"1,818.00","@.k""Vm.p@.nI.m@nt",12,5,4,824.789,0.679
accompaniments,14,#,0,0,#,#,"1,755.54","@.k""Vm.p@.nI.m@nts",13,5,5,841.2,0.417
accompanist,11,0.2,0,0,#,12.78,"1,867.90","@.k""Vm.p@.nIst",10,4,3,781.5,0.815
accompanists,12,0.02,0,0,#,12.78,"1,789.55","@.k""Vm.p@.nIsts",11,4,4,919.933,0.625
accompany,9,4.75,0,0,3.07,10.75,"1,374.13","@.k""Vm.p@.ni",8,4,3,664.964,1
accompanying,12,0.92,0,0,#,10.75,"1,995.55","@.k""Vm.p@.ni.IN",10,5,4,720.136,0.846
accomplice,10,4.24,0,1,3.34,9.78,"1,522.78","@.k""Am.plIs",8,3,1,737.32,0.926
accomplices,11,1.14,0,1,#,9.78,"1,819.40","@.k""Am.plIs.@z",10,4,2,811.348,0.852
accomplish,10,5.84,0,1,2.33,7.84,"1,537.22","@.k""Am.plIS",8,3,1,616.808,1
accomplished,12,7.53,1,0,1.7,7.84,"1,824.46","@.k""Am.plISt",9,3,2,793.111,1
accomplishes,12,0.14,1,1,#,7.84,"1,824.82","@.k""Am.plIS.@z",10,4,2,673.815,1
accomplishing,13,0.51,0,0,#,7.84,"2,144.58","@.k""Am.plIS.IN",10,4,2,711.889,1
accomplishment,14,1.88,0,0,2.5,9,"1,729.92","@.k""Am.plIS.m@nt",12,4,2,662.857,1
accomplishments,15,1.59,0,0,#,9,"1,678.21","@.k""Am.plIS.m@nts",13,4,3,722.571,1
accord,6,1.63,0,5,1.57,9.65,"1,508.60","@.k""Ord",5,2,2,602,1
accordance,10,1.59,0,0,1.54,11.753,"1,621.11","@.k""Ord.n=s",7,3,3,691.154,0.963
accorded,8,0.14,0,3,#,9.65,"2,089.86","@.k""Or4.@d",7,3,3,681.714,1
according,9,41.86,0,2,1.63,8.449,"2,529.25","@.k""Or4.IN",7,3,3,627.185,1
accordingly,11,1.82,0,0,1.58,#,"2,221.40","@.k""Or4.IN.li",9,4,4,649.222,1
accordion,9,1.31,0,0,4.86,8.61,"2,066.75","@.k""Or.4i@n",8,3,1,766.148,1
accords,7,0.18,0,2,#,9.65,"1,326.33","@.k""Ordz",6,2,3,644.296,1
accost,6,0.06,0,1,#,13.37,"1,714.20","@.k""Ost",5,2,1,712.12,0.893
accosted,8,0.67,0,0,2.52,13.37,"2,493.00","@.k""Ost.@d",7,3,2,779.045,0.846
accosting,9,0.08,0,0,#,#,"3,020.25","@.k""Ost.IN",7,3,2,812.72,0.893
account,7,44.71,0,1,3.08,8.26,"1,785.00","@.k""aUnt",5,2,1,605.893,0.966
accountability,14,0.47,0,0,1.55,12.16,"1,636.00","@.k%aUn4.@.b""Il.@.4i",12,6,3,673.852,0.964
accountable,11,1.41,0,0,2.21,11.7,"1,818.90","@.k""aUn4.@.bl=",8,4,2,683.481,0.964
accountant,10,6.18,0,0,4.41,11.67,"2,120.89","@.k""aUnt.n=t",7,3,2,677.115,1
accountants,11,1.08,0,0,#,11.67,"2,009.40","@.k""aUnt.n=ts",8,3,3,721.917,0.96
accounted,9,3.02,0,2,#,8.26,"2,448.75","@.k""aUn4.@d",7,3,2,636.37,1
accounting,10,4.51,0,2,3.27,12.05,"2,922.33","@.k""aUn4.IN",7,3,2,681.731,1
accounts,8,10.47,0,1,#,8.26,"1,673.71","@.k""aUnts",6,2,2,633.185,0.964
accredit,8,#,0,0,2.15,#,"2,223.57","@.kr""E.4@t",7,3,2,697.28,0.962
accreditation,13,0.18,0,0,2.68,15.53,"2,792.83","@.kr%E.4@t.""e.Sn=",10,5,4,789.4,0.75
accredited,10,0.31,0,0,2.27,13.89,"2,716.11","@.kr""E.4@4.@d",9,4,3,808.741,1
accrue,6,0.08,0,1,1.61,14.11,710.2,"@.kr""u",4,2,1,702.65,0.741
accrued,7,0.25,1,2,#,#,"1,339.33","@.kr""ud",5,2,2,696.421,0.704
accrues,7,0.02,1,3,#,14.11,"1,340.00","@.kr""uz",5,2,2,802.619,0.778
accruing,8,0.04,0,0,#,14.11,"2,056.86","@.kr""u.IN",6,3,2,770.25,0.8
acculturated,12,#,0,0,#,#,"2,001.36","@.k""Vl.tSu.r%e4.@d",11,5,4,"1,072.47",0.739
acculturation,13,#,0,0,#,#,"2,085.50","@.k%Vl.tSu.r""e.Sn=",10,5,4,833.909,0.579
accumulate,10,0.57,0,0,3,12.3,"1,662.33","@.kj""u.mj@.let",10,4,3,763.786,1
accumulated,11,0.76,1,0,#,12.3,"1,944.60","@.kj""u.mj@.l%e4.@d",12,5,4,899.12,0.962
accumulates,11,0.22,1,0,#,12.3,"1,945.00","@.kj""u.mj@.lets",11,4,4,807.958,0.96
accumulating,12,0.35,0,0,#,12.3,"2,377.91","@.kj""u.mj@.l%e4.IN",12,5,4,840.821,1
accumulation,12,0.25,0,0,2.97,10.5,"2,041.55","@.kj%u.mj@.l""e.Sn=",11,5,4,848.296,1
accuracy,8,1.49,0,0,1.85,9.71,"1,207.00","""a.kj@.r@.si",8,4,2,610.077,0.963
accurate,8,7.84,0,0,1.9,9.44,"2,197.86","""a.kj@.r@t",7,3,2,669.556,1
accurately,10,1.14,0,0,2.39,#,"2,073.67","""a.kj@.r@t.li",9,4,3,672.464,1
accurst,7,#,0,1,#,#,"1,455.50","@.k""3`st",5,2,3,799.474,0.76
accusation,10,2.8,0,0,2.38,10.17,"2,291.22","%a.kj@z.""e.Sn=",8,4,2,773.462,1
accusations,11,3,0,0,#,10.17,"2,247.70","%a.kj@z.""e.Sn=z",9,4,3,819.926,0.964
accusative,10,#,0,0,1.6,13.33,"1,809.00","@.kj""uz.@.4Iv",9,4,2,974.118,0.773
accuse,6,5.69,0,4,2.25,9.1,"1,168.80","@.kj""uz",5,2,1,635.115,0.963
accused,7,13.06,1,2,2.93,9.1,"1,721.50","@.kj""uzd",6,2,2,624.136,0.957
accuses,7,0.61,1,1,#,9.1,"1,722.17","@.kj""uz.@z",7,3,2,688.364,0.957
accusing,8,4.94,0,1,#,9.1,"2,332.14","@.kj""uz.IN",7,3,2,640.519,0.964
accusingly,10,#,0,1,1.57,#,"2,033.89","@.kj""uz.IN.li",9,4,3,803.429,0.966
accustom,8,0.12,0,0,1.48,12,"1,423.00","@.k""V.st@m",7,3,2,721.964,1
accustomed,10,2.92,0,0,2.07,#,"1,798.56","@.k""V.st@md",8,3,3,744.654,0.929
ace,3,14.73,11,14,3.92,8.83,"1,548.00","""es",2,1,1,627.654,1
acerbic,7,0.08,0,0,#,16.62,"2,071.33","@.s""3`.bIk",6,3,2,"1,056.73",0.579
aces,4,3.96,5,3,#,8.83,"2,528.33","""es.@z",4,2,2,673.923,1
acetate,7,0.12,0,2,#,12.85,"2,483.83","""a.s@.tet",6,3,1,845.955,0.917
acetone,7,0.16,0,0,4.42,14.05,"2,116.17","""a.sI.t%on",6,3,1,874.667,0.889
acetylene,9,0.45,0,0,3.58,16.88,"1,844.13","@.s""E.4@.lin",8,4,1,"1,031.00",0.5
ache,4,2.49,3,15,3.43,5.79,"1,576.67","""ek",2,1,1,663.5,1
ached,5,0.31,2,5,#,5.79,"2,303.75","""ekt",3,1,2,657.185,0.964
aches,5,1.51,3,7,#,5.79,"2,304.75","""eks",3,1,2,738.545,0.846
achieve,7,7.33,0,0,2.29,8.53,"1,283.50","@.tS""iv",4,2,1,651.167,1
achieved,8,4.29,1,1,#,8.53,"1,740.86","@.tS""ivd",5,2,2,657.038,1
achievement,11,3.49,0,0,2.37,8.8,"1,728.70","@.tS""iv.m@nt",8,3,2,716.8,1
achievements,12,1.08,0,0,#,8.8,"1,663.00","@.tS""iv.m@nts",9,3,3,655.917,1
achieves,8,0.31,1,1,#,8.53,"1,741.43","@.tS""ivz",5,2,2,697.167,0.923
achieving,9,0.73,0,0,#,8.53,"2,172.63","@.tS""iv.IN",6,3,2,680.16,1
Achilles,8,2.25,0,0,#,#,"2,145.86","@.k""I.liz",6,3,1,805.375,0.727
aching,6,2.06,1,4,2.72,#,"2,976.20","""ek.IN",4,2,2,718.52,0.962
acid,4,9.96,3,2,4.25,9.6,"1,098.67","""a.s@d",4,2,1,590.852,1
acidic,6,0.22,0,1,3.54,11.21,"1,493.00","@.s""I4.Ik",6,3,2,890.08,1
acidity,7,0.2,1,1,3.4,12.78,"1,342.00","@.s""I4.@.4i",7,4,2,785,0.962
acids,5,0.82,0,0,#,9.6,927.75,"""a.s@dz",5,2,2,628.593,1
acknowledge,11,6.14,0,0,2.03,9.11,"1,333.10","@k.n""A.lIdZ",7,3,3,645.464,1
acknowledged,12,1.96,1,0,2.19,9.11,"1,619.64","@k.n""A.lIdZd",8,3,4,656.5,1
acknowledgement,15,0.41,0,0,2.62,9.95,"1,636.93","@k.n""A.lIdZ.m@nt",11,4,4,729.786,1
acknowledges,12,0.25,1,0,#,9.11,"1,620.00","@k.n""A.lIdZ.@z",9,4,4,777.192,1
acknowledging,13,0.71,0,0,#,9.11,"1,959.33","@k.n""A.lIdZ.IN",9,4,4,724.923,1
acknowledgment,14,0.51,0,0,#,9.95,"1,596.54","@k.n""A.lIdZ.m@nt",11,4,4,774,1
acknowledgments,15,0.02,0,0,#,9.95,"1,554.36","@k.n""A.lIdZ.m@nts",12,4,5,733.536,1
acme,4,1.25,3,1,#,9.54,"1,068.67","""ak.mi",4,2,1,810.154,0.963
acne,4,0.9,4,1,4.89,11.4,"1,248.00","""ak.ni",4,2,1,656.519,1
acolyte,7,0.14,0,0,#,13.77,"1,870.17","""a.k@.laIt",6,3,1,822.857,0.538
acorn,5,0.73,2,1,4.96,5.95,"1,791.00","""e.kOrn",5,2,1,616.708,0.889
acorns,6,0.37,1,0,#,5.95,"1,804.00","""e.kOrnz",6,2,2,715.36,0.926
acoustic,8,0.96,0,0,3.28,12.39,"2,530.57","@.k""u.stIk",7,3,2,754.296,0.964
acoustical,10,0.12,0,1,2.42,12.9,"2,509.00","@.k""u.stIk.l=",8,4,3,775.227,0.957
acoustically,12,0.02,0,0,2.5,#,"2,340.18","@.k""u.stIk.li",9,4,4,850.739,0.92
acoustics,9,0.43,0,1,3.12,11.32,"2,226.88","@.k""u.stIks",8,3,2,879.833,0.96
acquaint,8,0.39,0,0,1.52,9.11,"1,900.00","@.kw""ent",6,2,1,806.52,0.962
acquaintance,12,5.35,0,0,3.41,10.48,"1,971.82","@.kw""ent.n=s",8,3,2,763.31,1
acquainted,10,4.53,0,0,2.37,#,"2,464.44","@.kw""en4.@d",8,3,2,691.037,1
acquiesce,9,0.06,0,0,2.21,14.25,"1,339.75","%a.kwi.""Es",6,3,1,762.667,0.522
acquiesced,10,0.1,0,0,#,14.25,"1,689.22","%a.kwi.""Est",7,3,2,783.636,0.478
acquiescence,12,0.1,0,1,#,13.61,"1,596.73","%a.kwi.""Es.n=s",8,4,2,893.2,0.882
acquiescent,11,0.02,0,1,#,14.18,"1,755.20","%a.kwi.""Es.n=t",8,4,2,982.933,0.714
acquire,7,2.65,0,1,2.93,9.94,"1,303.00","@.kw""aIr",5,2,2,639.444,0.964
acquired,8,4.47,1,1,2.54,9.94,"1,757.57","@.kw""aIrd",6,2,3,590.462,1
acquires,8,0.16,1,2,#,9.94,"1,758.14","@.kw""aIrz",6,2,3,793.519,1
acquiring,9,0.84,0,0,#,9.94,"2,120.50","@.kw""aIr.IN",7,3,3,678.857,1
acquisition,11,1.45,0,0,2.6,13.63,"2,099.20","%a.kw@.z""I.Sn=",8,4,3,789.545,0.917
acquisitions,12,0.65,0,0,#,13.63,"2,077.09","%a.kw@.z""I.Sn=z",9,4,4,781.375,0.96
acquisitive,11,0.06,0,0,2.08,14.19,"1,665.20","@.kw""I.z@.4Iv",9,4,3,880.647,0.773
acquisitiveness,15,0.02,0,0,#,14.38,"2,057.36","@.kw""I.z@.4Iv.n@s",12,5,4,962.818,0.611
acquit,6,0.47,0,0,2.13,13.22,928.8,"@.kw""It",5,2,2,767.148,1
acquittal,9,0.73,0,0,2.38,12.39,"1,282.13","@.kw""I4.l=",6,3,3,812.381,0.875
acquitted,9,1.53,0,0,#,13.22,"1,774.50","@.kw""I4.@d",7,3,3,667.625,0.923
acre,4,1.82,3,4,4.18,9.8,"2,267.33","""e.k@`",3,2,1,751.5,0.963
acreage,7,0.43,0,0,#,13.13,"1,768.67","""e.k@`.IdZ",5,3,2,831.143,0.56
acres,5,4.59,1,0,#,9.8,"2,822.75","""e.k@`z",4,2,2,661.931,1
acrid,5,0.04,0,0,2.68,14.07,"1,495.00","""a.krId",5,2,1,753.227,0.815
acrimonious,11,0.14,0,0,#,16.3,"1,875.90","%a.kr@.m""o.ni@s",10,4,2,927.647,0.773
acrimony,8,0.22,0,0,#,14.75,"1,678.00","""a.kr@.m%o.ni",8,4,1,913.706,0.708
acrobat,7,0.59,0,0,4.46,8.05,"1,620.00","""a.kr@.bat",7,3,1,661.286,1
acrobatic,9,0.24,1,0,3.14,9.38,"2,098.63","%a.kr@.b""a4.Ik",9,4,2,784.958,0.923
acrobatics,10,0.22,0,0,4.36,9,"1,876.67","%a.kr@.b""a4.Iks",10,4,2,765.48,0.893
acrobats,8,0.37,0,0,#,8.05,"1,532.29","""a.kr@.bats",8,3,2,678.179,1
acronym,7,0.29,0,0,2.64,11.56,"1,551.17","""a.kr@.nIm",7,3,2,738.04,0.926
Acropolis,9,0.12,0,0,#,15.4,"1,629.25","@.kr""A.p@.lIs",9,4,1,920.067,0.682
across,6,94.14,0,0,3.07,6.637,"1,363.80","@.kr""Os",5,2,1,590.75,1
acrylic,7,0.45,0,0,4.31,11.56,"1,338.00","@.kr""I.lIk",7,3,1,735.115,1
act,3,109.12,5,8,2.46,6.42,"1,301.50","""akt",3,1,1,626.692,1
acted,5,10.75,1,0,#,6.42,"2,870.75","""akt.@d",5,2,2,590.24,0.962
acting,6,52.45,1,1,2.54,6.42,"3,638.80","""akt.IN",5,2,2,591.963,1
action,6,61.08,0,1,2.86,6.67,"2,898.80","""ak.Sn=",4,2,2,571.5,1
actions,7,12.16,0,0,#,6.67,"2,725.00","""ak.Sn=z",5,2,3,642.885,1
activate,8,4.67,0,0,2.97,11.11,"2,470.86","""akt.@v.et",7,3,3,688.25,1
activated,9,4.31,0,0,#,11.11,"2,722.63","""akt.@v.%e4.@d",9,4,4,676,1
activating,10,0.86,0,0,#,11.11,"3,165.78","""akt.@v.%e4.IN",9,4,4,703.481,1
activation,10,0.84,0,0,2.41,9.78,"2,754.67","%akt.@v.""e.Sn=",8,4,4,650.286,1
active,6,11.45,0,2,3.32,6.53,"2,030.80","""akt.Iv",5,2,2,558.292,0.96
actively,8,0.82,0,0,2.41,#,"1,918.86","""akt.Iv.li",7,3,3,672.429,1
activism,8,0.18,1,0,1.79,11.89,"1,757.86","""akt.@v.%I.zm=",8,4,3,664.385,0.929
activist,8,0.98,1,0,3.34,11.8,"2,192.00","""akt.@v.Ist",8,3,3,605.586,1
activities,10,8.61,0,0,#,6.47,"2,412.89","akt.""Iv.@.4iz",9,4,4,667.654,0.963
activity,8,12.88,0,0,2.72,6.47,"1,699.86","akt.""Iv.@.4i",8,4,3,633.077,1
actor,5,26.33,0,3,4.57,7.17,"1,680.75","""akt.@`",4,2,2,555.714,1
actors,6,12.63,0,0,#,7.17,"1,638.40","""akt.@`z",5,2,3,607.704,1
actor's,7,#,0,0,#,#,"1,319.83","""akt@`z",5,2,#,590.667,1
actress,7,16.02,0,0,4.54,6.17,"2,482.17","""ak.tr@s",6,2,2,611.852,0.964
actresses,9,2.25,0,0,#,6.17,"2,676.63","""ak.tr@s.@z",8,3,3,718.44,1
acts,4,12.47,3,4,3.29,6.42,"1,203.00","""akts",4,1,2,600.222,0.964
actual,6,17.33,0,0,2.22,6.94,"1,368.60","""ak.tSu@l",6,2,2,545.714,1
actualities,11,0.02,0,0,#,12.38,"2,228.70","%ak.tSu.""al.@.4iz",10,5,4,804.609,0.852
actuality,9,0.47,0,0,1.96,12.38,"1,558.75","%ak.tSu.""al.@.4i",9,5,3,717.7,0.87
actually,8,322.33,0,0,1.37,7.33,"1,429.14","""ak.tSu@l.i",7,3,3,612.333,1
actuary,7,0.14,0,0,#,17.27,"1,229.67","""ak.tSu.%E.ri",7,4,2,926.458,0.923
acuity,6,0.27,0,0,#,13.88,"1,087.20","@.kj""u@.4i",7,3,1,890.789,0.731
